trainee_id,trainee_name,week_no,window_label,post_count,reposts_sum,comment_sum,like_sum,engagement_sum
chuang2021_061,刘唐辉,4,位置测评与第二次排名阶段,25,16,33,180,262
chuang2021_061,刘唐辉,5,主题考核与第三次排名阶段,16,994,31,125,1181
chuang2021_061,刘唐辉,6,决赛阶段,22,23,68,433,592
chuang2021_062,怿涵,1,初评级阶段,25,250,1948,19901,24047
chuang2021_062,怿涵,2,小组竞演与主题曲阶段,21,72,63,466,664
chuang2021_062,怿涵,3,首次排名阶段,23,0,31,151,213
chuang2021_062,怿涵,4,位置测评与第二次排名阶段,27,172,152,1066,1542
chuang2021_062,怿涵,5,主题考核与第三次排名阶段,22,2,23,154,202
chuang2021_062,怿涵,6,决赛阶段,26,79,121,702,1023
chuang2021_063,喜内优心,1,初评级阶段,23,424,2298,29490,34510
chuang2021_063,喜内优心,2,小组竞演与主题曲阶段,24,870,963,10676,13472
chuang2021_063,喜内优心,3,首次排名阶段,21,365,619,10054,11657
chuang2021_063,喜内优心,4,位置测评与第二次排名阶段,26,94,254,711,1313
chuang2021_063,喜内优心,5,主题考核与第三次排名阶段,27,94,5108,3095,13405
chuang2021_063,喜内优心,6,决赛阶段,28,22,70,488,650
chuang2021_064,李嘉祥,1,初评级阶段,22,126,334,1057,1851
chuang2021_064,李嘉祥,2,小组竞演与主题曲阶段,24,2199,3691,65690,75271
chuang2021_064,李嘉祥,3,首次排名阶段,25,247,1897,47376,51417
chuang2021_064,李嘉祥,4,位置测评与第二次排名阶段,23,4,138,315,595
chuang2021_064,李嘉祥,5,主题考核与第三次排名阶段,27,184,511,3249,4455
chuang2021_064,李嘉祥,6,决赛阶段,22,20,241,678,1180
chuang2021_065,赖耀翔,1,初评级阶段,22,265,2070,20120,24525
chuang2021_065,赖耀翔,2,小组竞演与主题曲阶段,26,315,377,1749,2818
chuang2021_065,赖耀翔,3,首次排名阶段,21,1,12,130,155
chuang2021_065,赖耀翔,4,位置测评与第二次排名阶段,25,109,211,2796,3327
chuang2021_065,赖耀翔,5,主题考核与第三次排名阶段,24,3,39,147,228
chuang2021_065,赖耀翔,6,决赛阶段,19,6,41,228,316
chuang2021_066,曹左,1,初评级阶段,26,313,2281,22274,27149
chuang2021_066,曹左,2,小组竞演与主题曲阶段,23,217,395,3447,4454
chuang2021_066,曹左,3,首次排名阶段,17,136,330,1632,2428
chuang2021_066,曹左,4,位置测评与第二次排名阶段,21,14,50,180,294
chuang2021_066,曹左,5,主题考核与第三次排名阶段,29,26,127,202,482
chuang2021_066,曹左,6,决赛阶段,18,17,85,248,435
chuang2021_067,凌箫,1,初评级阶段,20,255,2169,20581,25174
chuang2021_067,凌箫,2,小组竞演与主题曲阶段,26,2,44,114,204
chuang2021_067,凌箫,3,首次排名阶段,23,70,336,1081,1823
chuang2021_067,凌箫,4,位置测评与第二次排名阶段,24,1051,4678,41169,51576
chuang2021_067,凌箫,5,主题考核与第三次排名阶段,22,5,81,258,425
chuang2021_067,凌箫,6,决赛阶段,17,7,110,265,492
chuang2021_068,李沛洋,1,初评级阶段,26,251,1998,19618,23865
chuang2021_068,李沛洋,2,小组竞演与主题曲阶段,27,60,293,1673,2319
chuang2021_068,李沛洋,3,首次排名阶段,24,4,26,94,150
chuang2021_068,李沛洋,4,位置测评与第二次排名阶段,27,25,91,338,545
chuang2021_068,李沛洋,5,主题考核与第三次排名阶段,26,217,641,1742,3241
chuang2021_068,李沛洋,6,决赛阶段,24,402,680,2946,4708
chuang2021_069,李政庭,1,初评级阶段,20,270,2004,19564,23842
chuang2021_069,李政庭,2,小组竞演与主题曲阶段,20,89,226,5086,5627
chuang2021_069,李政庭,3,首次排名阶段,22,10,71,139,291
chuang2021_069,李政庭,4,位置测评与第二次排名阶段,24,0,19,39,77
chuang2021_069,李政庭,5,主题考核与第三次排名阶段,23,1,11,38,61
chuang2021_069,李政庭,6,决赛阶段,23,12,143,458,756
chuang2021_070,门胁慎刚,1,初评级阶段,24,284,2089,20573,25035
chuang2021_070,门胁慎刚,2,小组竞演与主题曲阶段,22,82,548,12253,13431
chuang2021_070,门胁慎刚,3,首次排名阶段,24,62,240,3483,4025
chuang2021_070,门胁慎刚,4,位置测评与第二次排名阶段,25,110,193,1904,2400
chuang2021_070,门胁慎刚,5,主题考核与第三次排名阶段,19,436,540,8023,9539
chuang2021_070,门胁慎刚,6,决赛阶段,26,114,221,1999,2555
chuang2021_071,林豆,1,初评级阶段,25,162,1040,12865,15107
chuang2021_071,林豆,2,小组竞演与主题曲阶段,24,162,773,12836,14544
chuang2021_071,林豆,3,首次排名阶段,24,121,729,5126,6705
chuang2021_071,林豆,4,位置测评与第二次排名阶段,21,246,424,4103,5197
chuang2021_071,林豆,5,主题考核与第三次排名阶段,23,2582,3359,10004,19304
chuang2021_071,林豆,6,决赛阶段,14,214,380,2831,3805
chuang2021_072,原部凌,1,初评级阶段,25,418,1375,16674,19842
chuang2021_072,原部凌,2,小组竞演与主题曲阶段,27,5,96,366,563
chuang2021_072,原部凌,3,首次排名阶段,23,173,422,2891,3908
chuang2021_072,原部凌,4,位置测评与第二次排名阶段,28,292,3786,18729,26593
chuang2021_072,原部凌,5,主题考核与第三次排名阶段,29,173,1754,9874,13555
chuang2021_072,原部凌,6,决赛阶段,27,457,1978,17207,21620
chuang2021_073,陈俊洁,1,初评级阶段,25,319,2323,22313,27278
chuang2021_073,陈俊洁,2,小组竞演与主题曲阶段,22,63,256,1739,2314
chuang2021_073,陈俊洁,3,首次排名阶段,25,225,986,3611,5808
chuang2021_073,陈俊洁,4,位置测评与第二次排名阶段,25,17,150,489,806
chuang2021_073,陈俊洁,5,主题考核与第三次排名阶段,27,268,310,988,1876
chuang2021_073,陈俊洁,6,决赛阶段,26,46,107,390,650
chuang2021_074,肖力桓,1,初评级阶段,23,242,1934,19451,23561
chuang2021_074,肖力桓,2,小组竞演与主题曲阶段,27,78,449,10985,11961
chuang2021_074,肖力桓,3,首次排名阶段,23,31,211,1336,1789
chuang2021_074,肖力桓,4,位置测评与第二次排名阶段,26,25,135,1333,1628
chuang2021_074,肖力桓,5,主题考核与第三次排名阶段,27,234,1226,9403,12089
chuang2021_074,肖力桓,6,决赛阶段,28,6,41,149,237
chuang2021_075,刘严冬季,1,初评级阶段,22,323,2179,20597,25278
chuang2021_075,刘严冬季,2,小组竞演与主题曲阶段,18,85,282,4499,5148
chuang2021_075,刘严冬季,3,首次排名阶段,20,17,173,1157,1520
chuang2021_075,刘严冬季,4,位置测评与第二次排名阶段,21,162,309,2692,3472
chuang2021_075,刘严冬季,5,主题考核与第三次排名阶段,21,218,221,5183,5843
chuang2021_075,刘严冬季,6,决赛阶段,6,770,854,2296,4774
chuang2021_076,郑明鑫,1,初评级阶段,22,316,2288,21176,26068
chuang2021_076,郑明鑫,2,小组竞演与主题曲阶段,28,220,560,3601,4941
chuang2021_076,郑明鑫,3,首次排名阶段,23,14,71,206,362
chuang2021_076,郑明鑫,4,位置测评与第二次排名阶段,25,27,201,787,1216
chuang2021_076,郑明鑫,5,主题考核与第三次排名阶段,30,76,321,586,1304
chuang2021_076,郑明鑫,6,决赛阶段,29,438,513,1566,3030
chuang2021_077,刘聪,1,初评级阶段,25,250,2069,20715,25103
chuang2021_077,刘聪,2,小组竞演与主题曲阶段,16,14,63,1921,2061
chuang2021_077,刘聪,3,首次排名阶段,17,18,29,107,183
chuang2021_077,刘聪,4,位置测评与第二次排名阶段,13,149,269,2490,3177
chuang2021_077,刘聪,5,主题考核与第三次排名阶段,19,9,220,930,1379
chuang2021_077,刘聪,6,决赛阶段,22,1174,1802,7110,11888
chuang2021_078,田口馨也,1,初评级阶段,14,714,2340,24698,30092
chuang2021_078,田口馨也,2,小组竞演与主题曲阶段,16,196,208,3890,4502
chuang2021_078,田口馨也,3,首次排名阶段,18,112,451,6491,7505
chuang2021_078,田口馨也,4,位置测评与第二次排名阶段,20,21643,2097,73249,99086
chuang2021_078,田口馨也,5,主题考核与第三次排名阶段,17,1,21,93,136
chuang2021_078,田口馨也,6,决赛阶段,8,10,21,200,252
chuang2021_079,谷柳霖,1,初评级阶段,21,320,2508,26150,31486
chuang2021_079,谷柳霖,2,小组竞演与主题曲阶段,27,80,256,3452,4044
chuang2021_079,谷柳霖,3,首次排名阶段,22,43,418,2350,3229
chuang2021_079,谷柳霖,4,位置测评与第二次排名阶段,21,255,1408,24619,27690
chuang2021_079,谷柳霖,5,主题考核与第三次排名阶段,22,18,264,1474,2020
chuang2021_079,谷柳霖,6,决赛阶段,7,5,20,67,112
chuang2021_080,韦语节,1,初评级阶段,25,243,1981,19506,23711
chuang2021_080,韦语节,2,小组竞演与主题曲阶段,22,89,187,2284,2747
chuang2021_080,韦语节,3,首次排名阶段,25,225,993,24833,27044
chuang2021_080,韦语节,4,位置测评与第二次排名阶段,24,9,29,205,272
chuang2021_080,韦语节,5,主题考核与第三次排名阶段,25,1,10,76,97
chuang2021_080,韦语节,6,决赛阶段,27,58,144,807,1153
chuang2021_081,安迪,1,初评级阶段,25,196,1140,13846,16322
chuang2021_081,安迪,2,小组竞演与主题曲阶段,24,755,1196,16492,19639
chuang2021_081,安迪,3,首次排名阶段,25,162,211,1536,2120
chuang2021_081,安迪,4,位置测评与第二次排名阶段,25,1221,1247,16225,19940
chuang2021_081,安迪,5,主题考核与第三次排名阶段,18,19,503,3661,4686
chuang2021_081,安迪,6,决赛阶段,23,879,1311,6182,9683
chuang2021_082,阿克朱力,1,初评级阶段,22,349,2844,28802,34839
chuang2021_082,阿克朱力,2,小组竞演与主题曲阶段,21,285,1633,44859,48410
chuang2021_082,阿克朱力,3,首次排名阶段,10,82,596,4343,5617
chuang2021_082,阿克朱力,4,位置测评与第二次排名阶段,16,3,15,85,118
chuang2021_082,阿克朱力,5,主题考核与第三次排名阶段,13,1,74,118,267
chuang2021_082,阿克朱力,6,决赛阶段,11,1,10,58,79
chuang2021_083,钱政宇,1,初评级阶段,19,292,2150,20320,24912
chuang2021_083,钱政宇,2,小组竞演与主题曲阶段,22,189,341,2886,3757
chuang2021_083,钱政宇,3,首次排名阶段,18,138,359,4909,5765
chuang2021_083,钱政宇,4,位置测评与第二次排名阶段,12,3,39,103,184
chuang2021_083,钱政宇,5,主题考核与第三次排名阶段,22,13,109,285,516
chuang2021_083,钱政宇,6,决赛阶段,17,67,664,3381,4776
chuang2021_084,卢克,1,初评级阶段,22,856,2864,27856,34440
chuang2021_084,卢克,2,小组竞演与主题曲阶段,27,340,2010,52470,56830
chuang2021_084,卢克,3,首次排名阶段,16,67,575,4327,5544
chuang2021_084,卢克,4,位置测评与第二次排名阶段,19,1257,1375,16156,20163
chuang2021_084,卢克,5,主题考核与第三次排名阶段,6,0,33,49,115
chuang2021_084,卢克,6,决赛阶段,5,7,35,96,173
chuang2021_085,陈瑞丰,1,初评级阶段,20,289,2723,28175,33910
chuang2021_085,陈瑞丰,2,小组竞演与主题曲阶段,20,2268,1342,9365,14317
chuang2021_085,陈瑞丰,3,首次排名阶段,18,0,48,136,232
chuang2021_085,陈瑞丰,4,位置测评与第二次排名阶段,26,24,129,470,752
chuang2021_085,陈瑞丰,5,主题考核与第三次排名阶段,24,3,117,183,420
chuang2021_085,陈瑞丰,6,决赛阶段,16,22,117,366,622
chuang2021_086,李泰龙,1,初评级阶段,24,630,5621,38452,50324
chuang2021_086,李泰龙,2,小组竞演与主题曲阶段,17,5,35,93,168
chuang2021_086,李泰龙,3,首次排名阶段,26,62,523,3920,5028
chuang2021_086,李泰龙,4,位置测评与第二次排名阶段,23,258,1420,24745,27843
chuang2021_086,李泰龙,5,主题考核与第三次排名阶段,14,0,26,97,149
chuang2021_086,李泰龙,6,决赛阶段,6,5,18,67,108
chuang2021_087,隅田隼平,1,初评级阶段,19,713,2341,24686,30081
chuang2021_087,隅田隼平,2,小组竞演与主题曲阶段,19,5,50,193,298
chuang2021_087,隅田隼平,3,首次排名阶段,17,119,398,7103,8018
chuang2021_087,隅田隼平,4,位置测评与第二次排名阶段,18,803,1176,6933,10088
chuang2021_087,隅田隼平,5,主题考核与第三次排名阶段,18,142,600,2978,4320
chuang2021_087,隅田隼平,6,决赛阶段,9,16,37,195,285
chuang2021_088,徐圣兹,1,初评级阶段,25,273,2095,20883,25346
chuang2021_088,徐圣兹,2,小组竞演与主题曲阶段,29,189,318,3149,3974
chuang2021_088,徐圣兹,3,首次排名阶段,25,731,1325,16254,19635
chuang2021_088,徐圣兹,4,位置测评与第二次排名阶段,20,73,1463,24162,27161
chuang2021_088,徐圣兹,5,主题考核与第三次排名阶段,28,69,83,158,393
chuang2021_088,徐圣兹,6,决赛阶段,12,44,63,194,364
chuang2021_089,王泽浩,1,初评级阶段,25,274,2068,20693,25103
chuang2021_089,王泽浩,2,小组竞演与主题曲阶段,21,151,839,15770,17599
chuang2021_089,王泽浩,3,首次排名阶段,20,60,540,3934,5074
chuang2021_089,王泽浩,4,位置测评与第二次排名阶段,19,1191,4846,43290,54173
chuang2021_089,王泽浩,5,主题考核与第三次排名阶段,11,0,51,25,127
chuang2021_089,王泽浩,6,决赛阶段,5,5,16,67,104
chuang2021_090,和马,1,初评级阶段,23,106,360,2718,3544
chuang2021_090,和马,2,小组竞演与主题曲阶段,21,71,253,1191,1768
chuang2021_090,和马,3,首次排名阶段,23,3,16,87,122
chuang2021_090,和马,4,位置测评与第二次排名阶段,21,7,65,564,701
chuang2021_090,和马,5,主题考核与第三次排名阶段,18,11,170,879,1230
chuang2021_090,和马,6,决赛阶段,21,136,518,4571,5743
