trainee_id,trainee_name,episode_no,post_count,reposts_sum,comment_sum,like_sum,engagement_sum
chuang2021_083,钱政宇,7,12,3,39,103,184
chuang2021_083,钱政宇,9,22,13,109,285,516
chuang2021_083,钱政宇,10,17,67,664,3381,4776
chuang2021_084,卢克,1,22,856,2864,27856,34440
chuang2021_084,卢克,3,27,340,2010,52470,56830
chuang2021_084,卢克,5,16,67,575,4327,5544
chuang2021_084,卢克,7,19,1257,1375,16156,20163
chuang2021_084,卢克,9,6,0,33,49,115
chuang2021_084,卢克,10,5,7,35,96,173
chuang2021_085,陈瑞丰,1,20,289,2723,28175,33910
chuang2021_085,陈瑞丰,3,20,2268,1342,9365,14317
chuang2021_085,陈瑞丰,5,18,0,48,136,232
chuang2021_085,陈瑞丰,7,26,24,129,470,752
chuang2021_085,陈瑞丰,9,24,3,117,183,420
chuang2021_085,陈瑞丰,10,16,22,117,366,622
chuang2021_086,李泰龙,1,24,630,5621,38452,50324
chuang2021_086,李泰龙,3,17,5,35,93,168
chuang2021_086,李泰龙,5,26,62,523,3920,5028
chuang2021_086,李泰龙,7,23,258,1420,24745,27843
chuang2021_086,李泰龙,9,14,0,26,97,149
chuang2021_086,李泰龙,10,6,5,18,67,108
chuang2021_087,隅田隼平,1,19,713,2341,24686,30081
chuang2021_087,隅田隼平,3,19,5,50,193,298
chuang2021_087,隅田隼平,5,17,119,398,7103,8018
chuang2021_087,隅田隼平,7,18,803,1176,6933,10088
chuang2021_087,隅田隼平,9,18,142,600,2978,4320
chuang2021_087,隅田隼平,10,9,16,37,195,285
chuang2021_088,徐圣兹,1,25,273,2095,20883,25346
chuang2021_088,徐圣兹,3,29,189,318,3149,3974
chuang2021_088,徐圣兹,5,25,731,1325,16254,19635
chuang2021_088,徐圣兹,7,20,73,1463,24162,27161
chuang2021_088,徐圣兹,9,28,69,83,158,393
chuang2021_088,徐圣兹,10,12,44,63,194,364
chuang2021_089,王泽浩,1,25,274,2068,20693,25103
chuang2021_089,王泽浩,3,21,151,839,15770,17599
chuang2021_089,王泽浩,5,20,60,540,3934,5074
chuang2021_089,王泽浩,7,19,1191,4846,43290,54173
chuang2021_089,王泽浩,9,11,0,51,25,127
chuang2021_089,王泽浩,10,5,5,16,67,104
chuang2021_090,和马,1,23,106,360,2718,3544
chuang2021_090,和马,3,21,71,253,1191,1768
chuang2021_090,和马,5,23,3,16,87,122
chuang2021_090,和马,7,21,7,65,564,701
chuang2021_090,和马,9,18,11,170,879,1230
chuang2021_090,和马,10,21,136,518,4571,5743
