trainee_id,trainee_name,final_rank,是否成团,weibo_post_count,reposts_sum,comments_sum,likes_sum,query_attempts,query_success,window_success_count,window_count
chuang2021_045,王孝辰,45,0,133,430,3087,27506,html:初评级阶段:王孝辰 创造营2021:200:21 | html:小组竞演与主题曲阶段:王孝辰 创造营2021:200:19 | html:首次排名阶段:王孝辰 创造营2021:200:25 | html:位置测评与第二次排名阶段:王孝辰 创造营2021:200:19 | html:主题考核与第三次排名阶段:王孝辰 创造营2021:200:25 | html:决赛阶段:王孝辰 创造营2021:200:24,1,6,6
chuang2021_046,屈柏宇,46,0,142,2697,6961,87684,html:初评级阶段:屈柏宇 创造营2021:200:24 | html:小组竞演与主题曲阶段:屈柏宇 创造营2021:200:27 | html:首次排名阶段:屈柏宇 创造营2021:200:30 | html:位置测评与第二次排名阶段:屈柏宇 创造营2021:200:23 | html:主题考核与第三次排名阶段:屈柏宇 创造营2021:200:19 | html:决赛阶段:屈柏宇 创造营2021:200:19,1,6,6
chuang2021_047,蒋敦豪,47,0,145,1427,4015,26928,html:初评级阶段:蒋敦豪 创造营2021:200:25 | html:小组竞演与主题曲阶段:蒋敦豪 创造营2021:200:18 | html:首次排名阶段:蒋敦豪 创造营2021:200:26 | html:位置测评与第二次排名阶段:蒋敦豪 创造营2021:200:27 | html:主题考核与第三次排名阶段:蒋敦豪 创造营2021:200:24 | html:决赛阶段:蒋敦豪 创造营2021:200:25,1,6,6
chuang2021_048,代少冬,48,0,146,172558,6859,29485,html:初评级阶段:代少冬 创造营2021:200:26 | html:小组竞演与主题曲阶段:代少冬 创造营2021:200:23 | html:首次排名阶段:代少冬 创造营2021:200:26 | html:位置测评与第二次排名阶段:代少冬 创造营2021:200:27 | html:主题考核与第三次排名阶段:代少冬 创造营2021:200:23 | html:决赛阶段:代少冬 创造营2021:200:21,1,6,6
chuang2021_049,黄鲲,49,0,142,81614,8313,83798,html:初评级阶段:黄鲲 创造营2021:200:25 | html:小组竞演与主题曲阶段:黄鲲 创造营2021:200:25 | html:首次排名阶段:黄鲲 创造营2021:200:27 | html:位置测评与第二次排名阶段:黄鲲 创造营2021:200:21 | html:主题考核与第三次排名阶段:黄鲲 创造营2021:200:20 | html:决赛阶段:黄鲲 创造营2021:200:24,1,6,6
chuang2021_050,一之濑飞鸟,50,0,136,170324,7809,152290,html:初评级阶段:一之濑飞鸟 创造营2021:200:24 | html:小组竞演与主题曲阶段:一之濑飞鸟 创造营2021:200:27 | html:首次排名阶段:一之濑飞鸟 创造营2021:200:20 | html:位置测评与第二次排名阶段:一之濑飞鸟 创造营2021:200:18 | html:主题考核与第三次排名阶段:一之濑飞鸟 创造营2021:200:22 | html:决赛阶段:一之濑飞鸟 创造营2021:200:25,1,6,6
chuang2021_051,何圳煜,51,0,135,1247,5532,77674,html:初评级阶段:何圳煜 创造营2021:200:22 | html:小组竞演与主题曲阶段:何圳煜 创造营2021:200:28 | html:首次排名阶段:何圳煜 创造营2021:200:18 | html:位置测评与第二次排名阶段:何圳煜 创造营2021:200:18 | html:主题考核与第三次排名阶段:何圳煜 创造营2021:200:23 | html:决赛阶段:何圳煜 创造营2021:200:26,1,6,6
chuang2021_052,徐绍岚,52,0,142,169478,4224,56955,html:初评级阶段:徐绍岚 创造营2021:200:24 | html:小组竞演与主题曲阶段:徐绍岚 创造营2021:200:25 | html:首次排名阶段:徐绍岚 创造营2021:200:24 | html:位置测评与第二次排名阶段:徐绍岚 创造营2021:200:21 | html:主题考核与第三次排名阶段:徐绍岚 创造营2021:200:24 | html:决赛阶段:徐绍岚 创造营2021:200:24,1,6,6
chuang2021_053,何懿峻,53,0,117,169854,7549,156385,html:初评级阶段:何懿峻 创造营2021:200:23 | html:小组竞演与主题曲阶段:何懿峻 创造营2021:200:20 | html:首次排名阶段:何懿峻 创造营2021:200:15 | html:位置测评与第二次排名阶段:何懿峻 创造营2021:200:16 | html:主题考核与第三次排名阶段:何懿峻 创造营2021:200:22 | html:决赛阶段:何懿峻 创造营2021:200:21,1,6,6
chuang2021_054,张璋,54,0,149,1036,4987,83860,html:初评级阶段:张璋 创造营2021:200:24 | html:小组竞演与主题曲阶段:张璋 创造营2021:200:25 | html:首次排名阶段:张璋 创造营2021:200:23 | html:位置测评与第二次排名阶段:张璋 创造营2021:200:24 | html:主题考核与第三次排名阶段:张璋 创造营2021:200:26 | html:决赛阶段:张璋 创造营2021:200:27,1,6,6
