trainee_id,trainee_name,date,post_count,reposts_sum,comments_sum,likes_sum
idol_producer_054,明鹏,2018-03-24,1,4,5,86
idol_producer_054,明鹏,2018-03-26,1,0,4,6
idol_producer_054,明鹏,2018-03-27,2,1,13,10
idol_producer_054,明鹏,2018-03-28,1,0,0,0
idol_producer_054,明鹏,2018-03-31,1,1,19,21
idol_producer_054,明鹏,2018-04-02,3,0,8,8
idol_producer_054,明鹏,2018-04-05,1,0,0,1
idol_producer_054,明鹏,2018-04-06,5,0,1,9
idol_producer_055,木子洋,2018-02-02,1,0,0,1
idol_producer_055,木子洋,2018-03-02,21,16,2,129
idol_producer_055,木子洋,2018-03-23,8,396,249,1288
idol_producer_055,木子洋,2018-04-06,22,259,2,2
idol_producer_056,朱一文,2018-02-16,1,220,1591,1046
idol_producer_056,朱一文,2018-02-18,1,297,1131,4564
idol_producer_056,朱一文,2018-02-24,1,0,0,2
idol_producer_056,朱一文,2018-02-27,1,0,3,11
idol_producer_056,朱一文,2018-03-01,1,0,2,0
idol_producer_056,朱一文,2018-03-09,2,1,2,5
idol_producer_056,朱一文,2018-03-24,1,0,0,2
idol_producer_056,朱一文,2018-03-25,1,0,1,0
idol_producer_056,朱一文,2018-03-29,1,0,0,0
idol_producer_056,朱一文,2018-04-03,1,0,0,0
idol_producer_056,朱一文,2018-04-06,3,8,33,344
idol_producer_057,朱匀一,2018-02-02,1,6,13,54
idol_producer_057,朱匀一,2018-02-16,1,2,32,106
idol_producer_057,朱匀一,2018-03-02,21,1592,1259,2736
idol_producer_057,朱匀一,2018-03-17,4,0,1,1
idol_producer_057,朱匀一,2018-03-19,3,818,457,1253
idol_producer_057,朱匀一,2018-03-20,5,0,0,0
idol_producer_057,朱匀一,2018-03-21,6,74,80,390
idol_producer_057,朱匀一,2018-03-22,3,0,0,0
idol_producer_057,朱匀一,2018-03-23,2,3,4,43
idol_producer_057,朱匀一,2018-03-26,3,0,2,13
idol_producer_057,朱匀一,2018-03-27,2,0,0,2
idol_producer_057,朱匀一,2018-03-28,1,0,0,0
idol_producer_057,朱匀一,2018-03-31,1,1,3,2
idol_producer_057,朱匀一,2018-04-03,1,0,0,0
idol_producer_057,朱匀一,2018-04-05,1,0,0,0
idol_producer_057,朱匀一,2018-04-06,7,62,189,2082
idol_producer_058,朱匀天,2018-01-23,2,0,1,0
idol_producer_058,朱匀天,2018-01-24,1,2,1,3
idol_producer_058,朱匀天,2018-01-25,1,275,158,418
idol_producer_058,朱匀天,2018-01-30,1,62,688,1520
idol_producer_058,朱匀天,2018-02-02,1,6,13,54
idol_producer_058,朱匀天,2018-02-16,1,2,32,106
idol_producer_058,朱匀天,2018-03-01,3,17,79,263
idol_producer_058,朱匀天,2018-03-02,16,714,495,992
idol_producer_058,朱匀天,2018-03-14,3,2,4,15
idol_producer_058,朱匀天,2018-03-15,2,0,0,0
idol_producer_058,朱匀天,2018-03-16,2,7,2,34
idol_producer_058,朱匀天,2018-03-17,3,1,0,12
idol_producer_058,朱匀天,2018-03-18,1,0,0,0
idol_producer_058,朱匀天,2018-03-19,1,766,383,1113
idol_producer_058,朱匀天,2018-03-20,1,0,0,0
idol_producer_058,朱匀天,2018-03-21,1,0,0,0
idol_producer_058,朱匀天,2018-03-22,1,0,0,1
idol_producer_058,朱匀天,2018-03-23,2,0,0,0
idol_producer_058,朱匀天,2018-04-06,15,0,1,11
idol_producer_059,李俊毅,2018-02-02,1,39,232,291
idol_producer_059,李俊毅,2018-02-16,4,3,41,131
idol_producer_059,李俊毅,2018-03-02,19,11,86,204
idol_producer_059,李俊毅,2018-03-20,1,5,2,16
idol_producer_059,李俊毅,2018-03-21,10,4544,3856,26074
idol_producer_059,李俊毅,2018-03-22,9,0,9,0
idol_producer_059,李俊毅,2018-03-23,5,123,93,302
idol_producer_059,李俊毅,2018-04-06,16,0,7,29
idol_producer_060,李志杰,2018-01-26,2,283,353,1040
idol_producer_060,李志杰,2018-02-16,3,317,1777,2309
idol_producer_060,李志杰,2018-03-01,1,170,170,451
idol_producer_060,李志杰,2018-04-05,1,67,62,166
idol_producer_060,李志杰,2018-04-06,2,1399,861,2799
idol_producer_061,李权哲,2018-01-26,3,84,88,123
idol_producer_061,李权哲,2018-02-02,1,74,158,1832
idol_producer_061,李权哲,2018-02-16,2,2,32,106
idol_producer_061,李权哲,2018-03-02,20,25,49,162
idol_producer_061,李权哲,2018-03-23,25,1,37,154
idol_producer_061,李权哲,2018-04-06,21,68,57,546
idol_producer_062,李若天,2018-01-26,1,458,1084,2089
idol_producer_062,李若天,2018-02-16,2,222,1624,1086
idol_producer_062,李若天,2018-03-01,4,66,160,167
idol_producer_062,李若天,2018-03-02,5,2,0,8
idol_producer_062,李若天,2018-03-15,3,1353,197,183
idol_producer_062,李若天,2018-03-16,7,4327,318,267
idol_producer_062,李若天,2018-03-17,1,1,0,4
idol_producer_062,李若天,2018-03-18,1,1,1,3
idol_producer_062,李若天,2018-03-19,4,1275,362,574
idol_producer_062,李若天,2018-03-21,2,77,81,390
idol_producer_062,李若天,2018-03-22,1,2,2,0
idol_producer_062,李若天,2018-04-06,26,6711,3052,9998
idol_producer_063,李让,2018-01-26,1,0,1,1
idol_producer_063,李让,2018-02-02,3,37,119,59
idol_producer_063,李让,2018-02-16,4,25,134,299
idol_producer_063,李让,2018-03-02,20,3,8,25
idol_producer_063,李让,2018-03-21,5,15,88,110
idol_producer_063,李让,2018-03-22,6,69,380,1321
idol_producer_063,李让,2018-03-23,10,286,947,2409
idol_producer_063,李让,2018-04-06,18,0,0,10
idol_producer_064,李鑫岩,2018-01-27,1,1,6,19
idol_producer_064,李鑫岩,2018-02-02,1,0,3,24
idol_producer_064,李鑫岩,2018-02-09,2,8,19,69
idol_producer_064,李鑫岩,2018-02-10,1,4,16,39
idol_producer_064,李鑫岩,2018-02-16,1,220,1591,1046
idol_producer_064,李鑫岩,2018-03-22,1,21,25,31
idol_producer_064,李鑫岩,2018-03-24,4,57,36,68
idol_producer_064,李鑫岩,2018-04-06,1,5,21,265
idol_producer_065,李长庚,2018-02-02,5,2,5,24
idol_producer_065,李长庚,2018-02-16,1,2,32,106
idol_producer_065,李长庚,2018-03-02,22,66,169,174
idol_producer_065,李长庚,2018-03-20,6,0,0,9
idol_producer_065,李长庚,2018-03-21,4,0,0,1
idol_producer_065,李长庚,2018-03-22,6,42,20,75
idol_producer_065,李长庚,2018-03-23,2,3,0,0
idol_producer_065,李长庚,2018-04-06,27,0,0,3
idol_producer_066,杨羿,2018-01-29,1,0,2,9
idol_producer_066,杨羿,2018-02-09,2,3,4,53
idol_producer_066,杨羿,2018-02-16,1,220,1591,1046
idol_producer_066,杨羿,2018-02-27,1,0,3,11
idol_producer_066,杨羿,2018-03-14,1,11,26,50
idol_producer_066,杨羿,2018-03-24,1,0,0,2
idol_producer_067,杨非同,2018-01-24,2,106,613,1823
idol_producer_067,杨非同,2018-01-25,1,0,0,1
idol_producer_067,杨非同,2018-01-26,4,0,4,44
idol_producer_067,杨非同,2018-01-27,1,8,8,24
idol_producer_067,杨非同,2018-01-28,5,3,8,39
idol_producer_067,杨非同,2018-01-29,2,0,0,7
idol_producer_067,杨非同,2018-01-30,3,3,13,62
idol_producer_067,杨非同,2018-01-31,4,1,2,31
idol_producer_067,杨非同,2018-02-16,3,9,49,260
idol_producer_067,杨非同,2018-03-02,20,132,239,520
idol_producer_067,杨非同,2018-03-23,21,1355,1194,2269
idol_producer_067,杨非同,2018-04-06,28,0,11,22
idol_producer_068,林浩楷,2018-01-26,3,283,363,1115
idol_producer_068,林浩楷,2018-01-30,1,13,12,109
idol_producer_068,林浩楷,2018-02-11,1,160,183,698
idol_producer_068,林浩楷,2018-02-12,2,132,190,478
idol_producer_068,林浩楷,2018-02-13,1,64,102,146
idol_producer_068,林浩楷,2018-02-14,1,149,162,185
idol_producer_068,林浩楷,2018-02-16,3,377,1746,1486
idol_producer_068,林浩楷,2018-02-17,1,184,198,561
idol_producer_068,林浩楷,2018-02-22,6,1744,1749,6405
idol_producer_068,林浩楷,2018-02-26,1,551,477,992
idol_producer_068,林浩楷,2018-02-27,1,0,3,11
idol_producer_068,林浩楷,2018-03-01,2,187,249,709
idol_producer_068,林浩楷,2018-03-04,1,364,327,754
idol_producer_068,林浩楷,2018-03-07,1,0,0,0
idol_producer_068,林浩楷,2018-03-18,1,0,0,1
idol_producer_068,林浩楷,2018-04-03,1,575,297,1029
idol_producer_068,林浩楷,2018-04-04,1,0,0,9
idol_producer_068,林浩楷,2018-04-05,1,67,62,166
idol_producer_068,林浩楷,2018-04-06,8,1399,861,2800
idol_producer_069,梁辉,2018-02-02,1,0,0,1
idol_producer_069,梁辉,2018-02-15,2,2,0,14
idol_producer_069,梁辉,2018-02-16,4,5,104,199
idol_producer_069,梁辉,2018-03-01,8,3,20,77
idol_producer_069,梁辉,2018-03-02,11,1,2,14
idol_producer_069,梁辉,2018-03-03,2,57,241,2208
idol_producer_069,梁辉,2018-03-04,4,0,1,11
idol_producer_069,梁辉,2018-03-05,1,0,0,0
idol_producer_069,梁辉,2018-03-06,2,0,0,0
idol_producer_069,梁辉,2018-03-07,1,0,0,0
idol_producer_069,梁辉,2018-03-09,1,0,0,0
idol_producer_069,梁辉,2018-03-10,3,1,35,50
idol_producer_069,梁辉,2018-03-11,3,0,4,12
idol_producer_069,梁辉,2018-03-15,1,0,0,3
idol_producer_069,梁辉,2018-03-22,1,0,0,0
idol_producer_069,梁辉,2018-03-23,2,2,6,17
idol_producer_069,梁辉,2018-03-27,5,1,7,16
idol_producer_069,梁辉,2018-03-28,4,0,0,0
idol_producer_069,梁辉,2018-03-31,1,0,0,8
idol_producer_069,梁辉,2018-04-03,1,0,3,12
idol_producer_069,梁辉,2018-04-06,7,29,124,801
idol_producer_070,武连杰,2018-02-01,5,81,88,300
idol_producer_070,武连杰,2018-02-02,3,43,132,110
idol_producer_070,武连杰,2018-02-16,3,20,122,215
idol_producer_070,武连杰,2018-02-27,1,0,0,0
idol_producer_070,武连杰,2018-02-28,1,0,0,0
idol_producer_070,武连杰,2018-03-01,7,0,0,1
idol_producer_070,武连杰,2018-03-02,8,38,146,508
idol_producer_070,武连杰,2018-03-22,1,0,0,0
idol_producer_070,武连杰,2018-04-04,2,3,2,1
idol_producer_070,武连杰,2018-04-06,11,0,8,16
idol_producer_071,王宥辰,2018-01-23,2,55,48,119
idol_producer_071,王宥辰,2018-01-25,2,275,158,418
idol_producer_071,王宥辰,2018-02-02,1,6,13,54
idol_producer_071,王宥辰,2018-02-09,3,57,45,147
idol_producer_071,王宥辰,2018-02-13,1,2,2,18
idol_producer_071,王宥辰,2018-02-16,1,220,1591,1046
idol_producer_071,王宥辰,2018-03-08,1,0,0,0
idol_producer_071,王宥辰,2018-03-09,3,0,0,2
idol_producer_071,王宥辰,2018-03-11,2,0,0,0
idol_producer_071,王宥辰,2018-03-13,1,1,0,1
idol_producer_071,王宥辰,2018-03-14,2,0,0,0
idol_producer_071,王宥辰,2018-03-24,1,0,0,0
idol_producer_071,王宥辰,2018-03-25,1,0,0,0
idol_producer_071,王宥辰,2018-03-26,1,0,0,1
idol_producer_072,王梓豪,2018-01-24,1,71,557,1679
idol_producer_072,王梓豪,2018-01-25,1,0,0,1
idol_producer_072,王梓豪,2018-01-26,1,0,4,40
idol_producer_072,王梓豪,2018-01-30,1,0,0,14
idol_producer_072,王梓豪,2018-02-01,1,4,3,41
idol_producer_072,王梓豪,2018-02-10,6,2,10,37
idol_producer_072,王梓豪,2018-02-11,1,0,0,0
idol_producer_072,王梓豪,2018-02-12,5,0,1,16
idol_producer_072,王梓豪,2018-02-13,2,0,3,21
idol_producer_072,王梓豪,2018-02-14,1,7,17,45
idol_producer_072,王梓豪,2018-02-15,1,10,13,39
idol_producer_072,王梓豪,2018-02-16,3,220,1600,1109
idol_producer_072,王梓豪,2018-02-19,1,0,0,0
idol_producer_072,王梓豪,2018-02-20,1,2,35,50
idol_producer_072,王梓豪,2018-02-21,1,21,22,119
idol_producer_072,王梓豪,2018-03-06,1,2,1,22
idol_producer_072,王梓豪,2018-03-11,1,2,2,28
idol_producer_072,王梓豪,2018-03-12,1,1,21,70
idol_producer_072,王梓豪,2018-03-13,2,7,16,68
idol_producer_072,王梓豪,2018-03-18,1,34,30,354
idol_producer_072,王梓豪,2018-03-23,1,0,0,0
idol_producer_072,王梓豪,2018-03-30,1,1,0,0
idol_producer_072,王梓豪,2018-04-06,7,10546,2422,1918
idol_producer_073,王艺龙,2018-01-25,2,0,2,29
idol_producer_073,王艺龙,2018-01-26,1,0,4,40
idol_producer_073,王艺龙,2018-02-01,1,4,3,41
idol_producer_073,王艺龙,2018-02-13,1,0,3,26
idol_producer_073,王艺龙,2018-02-14,1,7,17,45
idol_producer_073,王艺龙,2018-02-15,2,10,29,50
idol_producer_073,王艺龙,2018-02-16,3,2,43,183
idol_producer_073,王艺龙,2018-03-01,9,15,31,93
idol_producer_073,王艺龙,2018-03-02,10,17,53,156
idol_producer_073,王艺龙,2018-03-16,5,19,33,221
idol_producer_073,王艺龙,2018-03-17,7,0,3,5
idol_producer_073,王艺龙,2018-03-18,3,0,0,0
idol_producer_073,王艺龙,2018-03-21,3,1599,2413,6551
idol_producer_073,王艺龙,2018-03-22,1,0,0,0
idol_producer_073,王艺龙,2018-03-23,3,0,0,6
idol_producer_073,王艺龙,2018-04-04,4,1,0,2
idol_producer_073,王艺龙,2018-04-05,3,0,0,1
idol_producer_073,王艺龙,2018-04-06,16,10562,2565,3118
idol_producer_074,甘俊,2018-02-16,1,220,1591,1046
idol_producer_074,甘俊,2018-03-02,1,0,1,1
idol_producer_074,甘俊,2018-03-07,2,0,1,1
idol_producer_074,甘俊,2018-03-11,1,3,20,143
idol_producer_074,甘俊,2018-03-13,1,0,0,1
idol_producer_074,甘俊,2018-03-23,1,0,2,23
idol_producer_074,甘俊,2018-04-06,2,1,4,7
idol_producer_075,秦子墨,2018-01-26,1,0,6,4
idol_producer_075,秦子墨,2018-02-02,2,3,4,18
idol_producer_075,秦子墨,2018-02-16,4,2,36,126
idol_producer_075,秦子墨,2018-03-01,1,0,0,2
idol_producer_075,秦子墨,2018-03-02,18,1284,1283,2416
idol_producer_075,秦子墨,2018-03-21,2,0,1,26
idol_producer_075,秦子墨,2018-03-22,5,9,31,142
idol_producer_075,秦子墨,2018-03-23,11,3504,1320,1836
idol_producer_075,秦子墨,2018-04-06,9,33,23,93
idol_producer_076,罗仁麒,2018-01-19,1,0,0,20
idol_producer_076,罗仁麒,2018-01-27,1,2,6,36
idol_producer_076,罗仁麒,2018-01-28,1,0,0,0
idol_producer_076,罗仁麒,2018-02-01,2,1,5,33
idol_producer_076,罗仁麒,2018-03-01,1,0,11,6
idol_producer_076,罗仁麒,2018-03-02,2,0,0,9
idol_producer_076,罗仁麒,2018-03-04,8,17,23,121
idol_producer_076,罗仁麒,2018-03-05,1,1,2,8
idol_producer_076,罗仁麒,2018-03-06,1,4,81,15
idol_producer_076,罗仁麒,2018-03-07,1,0,1,7
idol_producer_076,罗仁麒,2018-03-09,2,0,1,19
idol_producer_076,罗仁麒,2018-03-11,1,0,1,8
idol_producer_076,罗仁麒,2018-03-12,1,0,0,7
idol_producer_076,罗仁麒,2018-03-14,2,1,4,10
idol_producer_076,罗仁麒,2018-03-16,1,1,0,21
idol_producer_076,罗仁麒,2018-03-18,1,0,0,0
idol_producer_076,罗仁麒,2018-03-21,1,16,1,7
idol_producer_076,罗仁麒,2018-04-02,2,1,0,3
idol_producer_076,罗仁麒,2018-04-06,1,0,0,0
idol_producer_077,罗杰,2018-01-26,1,109,42,171
idol_producer_077,罗杰,2018-02-02,1,0,3,24
idol_producer_077,罗杰,2018-02-16,2,220,1591,1046
idol_producer_077,罗杰,2018-03-20,2,0,0,0
idol_producer_077,罗杰,2018-03-21,5,0,0,0
idol_producer_077,罗杰,2018-03-22,1,0,0,0
idol_producer_077,罗杰,2018-04-06,29,0,0,0
idol_producer_078,罗正,2018-01-26,2,90,103,189
idol_producer_078,罗正,2018-02-02,1,74,158,1832
idol_producer_078,罗正,2018-02-16,3,29,160,444
idol_producer_078,罗正,2018-03-02,25,2765,2589,7011
idol_producer_078,罗正,2018-03-23,17,35,11,35
idol_producer_078,罗正,2018-04-06,22,0,5,28
idol_producer_079,胡致邦,2018-01-26,3,14,4,26
idol_producer_079,胡致邦,2018-02-16,1,2,32,106
idol_producer_079,胡致邦,2018-03-02,12,0,18,49
idol_producer_079,胡致邦,2018-03-22,7,1,2,5
idol_producer_079,胡致邦,2018-03-23,15,131,3476,1116
idol_producer_079,胡致邦,2018-04-06,19,15,2,32
idol_producer_080,董岩磊,2018-01-26,3,2,1,16
idol_producer_080,董岩磊,2018-02-02,3,4,1,34
idol_producer_080,董岩磊,2018-02-16,6,2,35,151
idol_producer_080,董岩磊,2018-03-02,14,4,19,40
idol_producer_080,董岩磊,2018-03-23,21,2108,739,4310
idol_producer_080,董岩磊,2018-04-06,16,0,23,73
idol_producer_081,覃俊毅,2018-02-01,1,81,87,294
idol_producer_081,覃俊毅,2018-02-02,1,37,119,55
idol_producer_081,覃俊毅,2018-02-16,3,20,122,215
idol_producer_081,覃俊毅,2018-03-01,10,0,0,4
idol_producer_081,覃俊毅,2018-03-02,8,411,412,991
idol_producer_081,覃俊毅,2018-03-16,14,1,2,9
idol_producer_081,覃俊毅,2018-03-20,8,0,3,5
idol_producer_081,覃俊毅,2018-03-22,3,0,7,4
idol_producer_081,覃俊毅,2018-03-31,2,1,12,319
idol_producer_081,覃俊毅,2018-04-03,1,3,10,60
idol_producer_081,覃俊毅,2018-04-04,2,3,2,1
idol_producer_081,覃俊毅,2018-04-06,7,0,0,0
idol_producer_082,许凯皓,2018-02-16,1,34,315,458
idol_producer_082,许凯皓,2018-03-02,16,33,161,513
idol_producer_082,许凯皓,2018-03-20,9,23,240,4224
idol_producer_082,许凯皓,2018-03-21,7,0,1,14
idol_producer_082,许凯皓,2018-03-22,1,0,0,0
idol_producer_082,许凯皓,2018-03-23,4,0,0,0
idol_producer_082,许凯皓,2018-04-04,3,0,0,0
idol_producer_082,许凯皓,2018-04-05,3,0,1,3
idol_producer_082,许凯皓,2018-04-06,12,18,142,3957
idol_producer_083,贝汯璘,2018-01-24,17,94,73,106
idol_producer_083,贝汯璘,2018-01-26,2,458,1084,2090
idol_producer_083,贝汯璘,2018-01-30,8,0,0,1
idol_producer_083,贝汯璘,2018-01-31,1,222,216,229
idol_producer_083,贝汯璘,2018-02-01,1,0,0,0
idol_producer_083,贝汯璘,2018-02-15,5,385,1256,2330
idol_producer_083,贝汯璘,2018-02-16,4,218,752,724
idol_producer_083,贝汯璘,2018-03-01,3,66,161,167
idol_producer_083,贝汯璘,2018-03-02,7,43,71,251
idol_producer_083,贝汯璘,2018-03-08,2,24,11,152
idol_producer_083,贝汯璘,2018-03-09,7,1628,2686,1863
idol_producer_083,贝汯璘,2018-03-10,3,0,1,24
idol_producer_083,贝汯璘,2018-03-11,1,0,0,0
idol_producer_083,贝汯璘,2018-03-12,2,0,1,14
idol_producer_083,贝汯璘,2018-03-13,1,0,0,0
idol_producer_083,贝汯璘,2018-03-14,1,39,119,202
idol_producer_083,贝汯璘,2018-03-15,1,0,3,2
idol_producer_083,贝汯璘,2018-03-17,1,0,0,1
idol_producer_083,贝汯璘,2018-03-28,1,19,24,24
idol_producer_083,贝汯璘,2018-04-02,2,0,0,5
idol_producer_083,贝汯璘,2018-04-06,19,14874,7919,19145
idol_producer_084,赵俞澈,2018-01-25,1,275,158,418
idol_producer_084,赵俞澈,2018-02-02,3,109,111,177
idol_producer_084,赵俞澈,2018-02-15,1,1,0,2
idol_producer_084,赵俞澈,2018-02-16,3,245,1802,2262
idol_producer_084,赵俞澈,2018-03-06,1,55,542,593
idol_producer_084,赵俞澈,2018-03-08,2,2,17,18
idol_producer_084,赵俞澈,2018-03-11,1,0,0,0
idol_producer_084,赵俞澈,2018-03-14,2,2,25,133
idol_producer_084,赵俞澈,2018-03-15,1,0,6,5
idol_producer_084,赵俞澈,2018-03-19,1,28,61,95
idol_producer_084,赵俞澈,2018-03-23,1,2,10,11
idol_producer_084,赵俞澈,2018-04-06,24,0,0,0
idol_producer_085,赵凌峰,2018-01-19,3,0,0,0
idol_producer_085,赵凌峰,2018-01-27,1,138,1087,1443
idol_producer_085,赵凌峰,2018-01-29,1,0,0,15
idol_producer_085,赵凌峰,2018-02-09,1,0,2,1
idol_producer_085,赵凌峰,2018-02-16,1,220,1591,1046
idol_producer_085,赵凌峰,2018-03-01,2,0,2,0
idol_producer_085,赵凌峰,2018-03-10,1,0,0,1
idol_producer_085,赵凌峰,2018-03-14,1,0,0,0
idol_producer_085,赵凌峰,2018-04-06,29,0,0,0
idol_producer_086,邓烺怡,2018-01-26,7,90,103,190
idol_producer_086,邓烺怡,2018-02-02,28,0,0,0
idol_producer_086,邓烺怡,2018-02-16,5,364,2230,3858
idol_producer_086,邓烺怡,2018-02-20,1,6,64,363
idol_producer_086,邓烺怡,2018-02-21,1,0,0,2
idol_producer_086,邓烺怡,2018-02-22,1,0,0,1
idol_producer_086,邓烺怡,2018-02-23,2,108,174,328
idol_producer_086,邓烺怡,2018-03-01,2,275,670,411
idol_producer_086,邓烺怡,2018-03-02,2,26,101,207
idol_producer_086,邓烺怡,2018-03-07,1,72,114,348
idol_producer_086,邓烺怡,2018-03-08,1,0,0,6
idol_producer_086,邓烺怡,2018-03-09,2,0,0,0
idol_producer_086,邓烺怡,2018-03-11,2,0,1,1
idol_producer_086,邓烺怡,2018-03-13,1,0,0,0
idol_producer_086,邓烺怡,2018-03-18,1,0,0,2
idol_producer_086,邓烺怡,2018-03-22,1,0,0,1
idol_producer_086,邓烺怡,2018-03-25,2,15,276,98
idol_producer_086,邓烺怡,2018-04-02,2,15,47,734
idol_producer_086,邓烺怡,2018-04-04,1,0,0,13
idol_producer_086,邓烺怡,2018-04-06,7,10,56,662
idol_producer_087,邱治谐,2018-01-26,2,503,1143,2360
idol_producer_087,邱治谐,2018-02-15,1,142,487,334
idol_producer_087,邱治谐,2018-02-16,4,224,780,1703
idol_producer_087,邱治谐,2018-02-17,1,91,211,478
idol_producer_087,邱治谐,2018-02-26,2,23,90,448
idol_producer_087,邱治谐,2018-02-27,3,19,66,745
idol_producer_087,邱治谐,2018-03-01,1,66,160,167
idol_producer_087,邱治谐,2018-03-06,2,1,0,1
idol_producer_087,邱治谐,2018-03-09,1,7,40,305
idol_producer_087,邱治谐,2018-03-10,1,64,35,33
idol_producer_087,邱治谐,2018-03-11,1,0,0,0
idol_producer_087,邱治谐,2018-03-12,2,122,290,976
idol_producer_087,邱治谐,2018-03-13,1,0,0,0
idol_producer_087,邱治谐,2018-03-14,4,14,384,107
idol_producer_087,邱治谐,2018-03-15,1,0,0,0
idol_producer_087,邱治谐,2018-03-19,1,0,0,2
idol_producer_087,邱治谐,2018-03-29,1,34,62,247
idol_producer_087,邱治谐,2018-04-02,1,0,0,5
idol_producer_087,邱治谐,2018-04-06,18,14867,7894,18655
idol_producer_088,金逸涵,2018-01-25,1,275,158,418
idol_producer_088,金逸涵,2018-01-26,4,283,364,1123
idol_producer_088,金逸涵,2018-01-30,1,13,12,109
idol_producer_088,金逸涵,2018-02-02,1,6,13,54
idol_producer_088,金逸涵,2018-02-16,1,220,1591,1046
idol_producer_088,金逸涵,2018-02-22,2,1659,1644,6043
idol_producer_088,金逸涵,2018-03-04,1,0,0,0
idol_producer_088,金逸涵,2018-03-06,1,0,0,0
idol_producer_088,金逸涵,2018-03-07,1,0,0,0
idol_producer_088,金逸涵,2018-03-08,2,0,5,2
idol_producer_088,金逸涵,2018-03-10,3,1924,6172,19108
idol_producer_088,金逸涵,2018-03-11,2,0,0,1
idol_producer_088,金逸涵,2018-03-13,2,0,0,1
idol_producer_088,金逸涵,2018-03-14,1,0,0,1
idol_producer_088,金逸涵,2018-03-23,1,0,5,0
idol_producer_088,金逸涵,2018-03-31,1,0,1,7
idol_producer_088,金逸涵,2018-04-04,1,0,0,0
idol_producer_088,金逸涵,2018-04-06,9,0,1,1
idol_producer_089,闵喆祥,2018-01-21,1,0,0,0
idol_producer_089,闵喆祥,2018-01-22,7,0,0,0
idol_producer_089,闵喆祥,2018-01-23,2,0,0,0
idol_producer_089,闵喆祥,2018-01-24,4,0,0,3
idol_producer_089,闵喆祥,2018-02-15,1,8,116,1272
idol_producer_089,闵喆祥,2018-02-16,1,220,1591,1046
idol_producer_089,闵喆祥,2018-02-26,1,0,1,3
idol_producer_089,闵喆祥,2018-03-01,1,0,0,0
idol_producer_089,闵喆祥,2018-03-03,1,0,0,0
idol_producer_089,闵喆祥,2018-03-08,1,0,0,1
idol_producer_089,闵喆祥,2018-03-10,1,0,2,0
idol_producer_089,闵喆祥,2018-04-06,3,5,93,310
idol_producer_090,陆定昊,2018-01-26,3,458,1085,2090
idol_producer_090,陆定昊,2018-02-02,1,39,232,291
idol_producer_090,陆定昊,2018-02-16,3,154,1044,3349
idol_producer_090,陆定昊,2018-03-02,22,1196,3092,7215
idol_producer_090,陆定昊,2018-03-23,18,42253,8653,32087
idol_producer_090,陆定昊,2018-04-06,29,49,0,7
idol_producer_091,陈义夫,2018-01-26,1,0,0,0
idol_producer_091,陈义夫,2018-02-01,1,78,47,66
idol_producer_091,陈义夫,2018-02-16,1,220,1591,1046
idol_producer_091,陈义夫,2018-02-26,1,0,0,9
idol_producer_091,陈义夫,2018-03-02,1,0,1,6
idol_producer_091,陈义夫,2018-03-03,1,0,0,0
idol_producer_091,陈义夫,2018-03-04,1,0,2,6
idol_producer_091,陈义夫,2018-03-09,1,0,7,26
idol_producer_091,陈义夫,2018-04-06,2,0,3,1
idol_producer_092,陈名豪,2018-01-26,1,0,4,40
idol_producer_092,陈名豪,2018-02-02,2,1,1,2
idol_producer_092,陈名豪,2018-02-14,2,7,18,64
idol_producer_092,陈名豪,2018-02-15,3,10,19,40
idol_producer_092,陈名豪,2018-02-16,5,4,46,190
idol_producer_092,陈名豪,2018-02-28,1,0,2,21
idol_producer_092,陈名豪,2018-03-01,4,5,10,17
idol_producer_092,陈名豪,2018-03-02,10,18,140,190
idol_producer_092,陈名豪,2018-03-10,8,213,323,884
idol_producer_092,陈名豪,2018-03-11,2,9,18,91
idol_producer_092,陈名豪,2018-03-12,2,9,33,202
idol_producer_092,陈名豪,2018-03-13,1,6,5,52
idol_producer_092,陈名豪,2018-03-14,1,0,2,21
idol_producer_092,陈名豪,2018-03-16,2,12,247,434
idol_producer_092,陈名豪,2018-03-23,3,5,13,59
idol_producer_092,陈名豪,2018-04-04,1,0,3,1
idol_producer_092,陈名豪,2018-04-06,15,10565,2478,2529
idol_producer_093,陈斯琪,2018-01-26,1,0,0,0
idol_producer_093,陈斯琪,2018-02-02,3,0,0,0
idol_producer_093,陈斯琪,2018-02-16,2,349,1312,3454
idol_producer_093,陈斯琪,2018-03-02,20,1,34,36
idol_producer_093,陈斯琪,2018-03-15,2,0,2,62
idol_producer_093,陈斯琪,2018-03-17,5,1,9,24
idol_producer_093,陈斯琪,2018-03-18,2,0,0,0
idol_producer_093,陈斯琪,2018-03-19,2,219,218,125
idol_producer_093,陈斯琪,2018-03-20,3,15,29,102
idol_producer_093,陈斯琪,2018-03-21,3,0,0,4
idol_producer_093,陈斯琪,2018-03-22,1,0,0,0
idol_producer_093,陈斯琪,2018-04-06,30,0,0,0
idol_producer_094,靖佩瑶,2018-01-26,7,9,9,37
idol_producer_094,靖佩瑶,2018-02-02,6,6,15,59
idol_producer_094,靖佩瑶,2018-02-16,3,2,32,111
idol_producer_094,靖佩瑶,2018-03-02,13,2,21,47
idol_producer_094,靖佩瑶,2018-03-22,10,73,412,687
