trainee_id,trainee_name,final_rank,是否成团,weibo_post_count,reposts_sum,comments_sum,likes_sum,query_attempts,query_success,window_success_count,window_count
idol_producer_059,李俊毅,,0,65,4725,4326,27047,html:初评级阶段:李俊毅 偶像练习生:200:15 | html:主题曲考核阶段:李俊毅 偶像练习生:200:11 | html:位置测评阶段:李俊毅 偶像练习生:200:9 | html:排名发布阶段:李俊毅 偶像练习生:200:19 | html:合作舞台阶段:李俊毅 偶像练习生:200:25 | html:总决赛阶段:李俊毅 偶像练习生:200:16,1,6,6
idol_producer_060,李志杰,,0,9,2236,3223,6765,html:初评级阶段:李志杰 偶像练习生:200:12 | html:主题曲考核阶段:李志杰 偶像练习生:200:15 | html:位置测评阶段:李志杰 偶像练习生:200:3 | html:排名发布阶段:李志杰 偶像练习生:200:11 | html:合作舞台阶段:李志杰 偶像练习生:200:15 | html:总决赛阶段:李志杰 偶像练习生:200:13,1,6,6
idol_producer_061,李权哲,,0,72,254,421,2923,html:初评级阶段:李权哲 偶像练习生:200:3 | html:主题曲考核阶段:李权哲 偶像练习生:200:11 | html:位置测评阶段:李权哲 偶像练习生:200:7 | html:排名发布阶段:李权哲 偶像练习生:200:20 | html:合作舞台阶段:李权哲 偶像练习生:200:25 | html:总决赛阶段:李权哲 偶像练习生:200:21,1,6,6
idol_producer_062,李若天,,0,57,14495,6881,14769,html:初评级阶段:李若天 偶像练习生:200:11 | html:主题曲考核阶段:李若天 偶像练习生:200:15 | html:位置测评阶段:李若天 偶像练习生:200:12 | html:排名发布阶段:李若天 偶像练习生:200:19 | html:合作舞台阶段:李若天 偶像练习生:200:19 | html:总决赛阶段:李若天 偶像练习生:200:26,1,6,6
idol_producer_063,李让,,0,67,435,1677,4234,html:初评级阶段:李让 偶像练习生:200:11 | html:主题曲考核阶段:李让 偶像练习生:200:3 | html:位置测评阶段:李让 偶像练习生:200:14 | html:排名发布阶段:李让 偶像练习生:200:20 | html:合作舞台阶段:李让 偶像练习生:200:21 | html:总决赛阶段:李让 偶像练习生:200:18,1,6,6
idol_producer_064,李鑫岩,,0,12,316,1717,1561,html:初评级阶段:李鑫岩 偶像练习生:200:15 | html:主题曲考核阶段:李鑫岩 偶像练习生:200:7 | html:位置测评阶段:李鑫岩 偶像练习生:200:9 | html:排名发布阶段:李鑫岩 偶像练习生:200:15 | html:合作舞台阶段:李鑫岩 偶像练习生:200:11 | html:总决赛阶段:李鑫岩 偶像练习生:200:15,1,6,6
idol_producer_065,李长庚,,0,73,115,226,392,html:初评级阶段:李长庚 偶像练习生:200:15 | html:主题曲考核阶段:李长庚 偶像练习生:200:10 | html:位置测评阶段:李长庚 偶像练习生:200:11 | html:排名发布阶段:李长庚 偶像练习生:200:22 | html:合作舞台阶段:李长庚 偶像练习生:200:18 | html:总决赛阶段:李长庚 偶像练习生:200:27,1,6,6
idol_producer_066,杨羿,,0,7,234,1626,1171,html:初评级阶段:杨羿 偶像练习生:200:15 | html:主题曲考核阶段:杨羿 偶像练习生:200:11 | html:位置测评阶段:杨羿 偶像练习生:200:3 | html:排名发布阶段:杨羿 偶像练习生:200:11 | html:合作舞台阶段:杨羿 偶像练习生:200:11 | html:总决赛阶段:杨羿 偶像练习生:200:11,1,6,6
idol_producer_067,杨非同,,0,94,1617,2141,5102,html:初评级阶段:杨非同 偶像练习生:200:12 | html:主题曲考核阶段:杨非同 偶像练习生:200:15 | html:位置测评阶段:杨非同 偶像练习生:200:8 | html:排名发布阶段:杨非同 偶像练习生:200:20 | html:合作舞台阶段:杨非同 偶像练习生:200:21 | html:总决赛阶段:杨非同 偶像练习生:200:28,1,6,6
idol_producer_068,林浩楷,,0,37,6249,6981,17654,html:初评级阶段:林浩楷 偶像练习生:200:13 | html:主题曲考核阶段:林浩楷 偶像练习生:200:11 | html:位置测评阶段:林浩楷 偶像练习生:200:8 | html:排名发布阶段:林浩楷 偶像练习生:200:11 | html:合作舞台阶段:林浩楷 偶像练习生:200:13 | html:总决赛阶段:林浩楷 偶像练习生:200:11,1,6,6
