trainee_id,trainee_name,week_no,window_label,post_count,reposts_sum,comment_sum,like_sum,engagement_sum
idol_producer_077,罗杰,3,位置测评阶段,2,220,1591,1046,4448
idol_producer_077,罗杰,7,合作舞台阶段,8,0,0,0,0
idol_producer_077,罗杰,11,总决赛阶段,29,0,0,0,0
idol_producer_078,罗正,1,初评级阶段,2,90,103,189,485
idol_producer_078,罗正,2,主题曲考核阶段,1,74,158,1832,2222
idol_producer_078,罗正,3,位置测评阶段,3,29,160,444,793
idol_producer_078,罗正,5,排名发布阶段,25,2765,2589,7011,14954
idol_producer_078,罗正,7,合作舞台阶段,17,35,11,35,92
idol_producer_078,罗正,11,总决赛阶段,22,0,5,28,38
idol_producer_079,胡致邦,1,初评级阶段,3,14,4,26,48
idol_producer_079,胡致邦,3,位置测评阶段,1,2,32,106,172
idol_producer_079,胡致邦,5,排名发布阶段,12,0,18,49,85
idol_producer_079,胡致邦,7,合作舞台阶段,22,132,3478,1121,8209
idol_producer_079,胡致邦,11,总决赛阶段,19,15,2,32,51
idol_producer_080,董岩磊,1,初评级阶段,3,2,1,16,20
idol_producer_080,董岩磊,2,主题曲考核阶段,3,4,1,34,40
idol_producer_080,董岩磊,3,位置测评阶段,6,2,35,151,223
idol_producer_080,董岩磊,5,排名发布阶段,14,4,19,40,82
idol_producer_080,董岩磊,7,合作舞台阶段,21,2108,739,4310,7896
idol_producer_080,董岩磊,11,总决赛阶段,16,0,23,73,119
idol_producer_081,覃俊毅,2,主题曲考核阶段,2,118,206,349,879
idol_producer_081,覃俊毅,3,位置测评阶段,3,20,122,215,479
idol_producer_081,覃俊毅,5,排名发布阶段,18,411,412,995,2230
idol_producer_081,覃俊毅,7,合作舞台阶段,25,1,12,18,43
idol_producer_081,覃俊毅,11,总决赛阶段,12,7,24,380,435
idol_producer_082,许凯皓,3,位置测评阶段,1,34,315,458,1122
idol_producer_082,许凯皓,5,排名发布阶段,16,33,161,513,868
idol_producer_082,许凯皓,7,合作舞台阶段,21,23,241,4238,4743
idol_producer_082,许凯皓,11,总决赛阶段,18,18,143,3960,4264
idol_producer_083,贝汯璘,1,初评级阶段,19,552,1157,2196,5062
idol_producer_083,贝汯璘,2,主题曲考核阶段,10,222,216,230,884
idol_producer_083,贝汯璘,3,位置测评阶段,9,603,2008,3054,7673
idol_producer_083,贝汯璘,5,排名发布阶段,10,109,232,418,991
idol_producer_083,贝汯璘,7,合作舞台阶段,19,1691,2821,2258,9591
idol_producer_083,贝汯璘,11,总决赛阶段,22,14893,7943,19174,49953
idol_producer_084,赵俞澈,1,初评级阶段,1,275,158,418,1009
idol_producer_084,赵俞澈,2,主题曲考核阶段,3,109,111,177,508
idol_producer_084,赵俞澈,3,位置测评阶段,4,246,1802,2264,6114
idol_producer_084,赵俞澈,7,合作舞台阶段,9,89,661,855,2266
idol_producer_084,赵俞澈,11,总决赛阶段,24,0,0,0,0
idol_producer_085,赵凌峰,1,初评级阶段,3,0,0,0,0
idol_producer_085,赵凌峰,2,主题曲考核阶段,2,138,1087,1458,3770
idol_producer_085,赵凌峰,3,位置测评阶段,2,220,1593,1047,4453
idol_producer_085,赵凌峰,5,排名发布阶段,2,0,2,0,4
idol_producer_085,赵凌峰,7,合作舞台阶段,2,0,0,1,1
idol_producer_085,赵凌峰,11,总决赛阶段,29,0,0,0,0
idol_producer_086,邓烺怡,1,初评级阶段,7,90,103,190,486
idol_producer_086,邓烺怡,2,主题曲考核阶段,28,0,0,0,0
idol_producer_086,邓烺怡,3,位置测评阶段,5,364,2230,3858,8682
idol_producer_086,邓烺怡,5,排名发布阶段,9,415,1009,1312,3745
idol_producer_086,邓烺怡,7,合作舞台阶段,9,72,115,358,660
idol_producer_086,邓烺怡,11,总决赛阶段,12,40,379,1507,2305
idol_producer_087,邱治谐,1,初评级阶段,2,503,1143,2360,5149
idol_producer_087,邱治谐,3,位置测评阶段,5,366,1267,2037,4937
idol_producer_087,邱治谐,5,排名发布阶段,7,199,527,1838,3091
idol_producer_087,邱治谐,7,合作舞台阶段,14,208,749,1424,3130
idol_producer_087,邱治谐,11,总决赛阶段,20,14901,7956,18907,49720
idol_producer_088,金逸涵,1,初评级阶段,5,558,522,1541,3143
idol_producer_088,金逸涵,2,主题曲考核阶段,2,19,25,163,232
idol_producer_088,金逸涵,3,位置测评阶段,1,220,1591,1046,4448
idol_producer_088,金逸涵,5,排名发布阶段,2,1659,1644,6043,10990
idol_producer_088,金逸涵,7,合作舞台阶段,14,1924,6182,19113,33401
idol_producer_088,金逸涵,11,总决赛阶段,11,0,2,8,12
idol_producer_089,闵喆祥,1,初评级阶段,14,0,0,3,3
idol_producer_089,闵喆祥,3,位置测评阶段,2,228,1707,2318,5960
idol_producer_089,闵喆祥,5,排名发布阶段,2,0,1,3,5
idol_producer_089,闵喆祥,7,合作舞台阶段,3,0,2,1,5
idol_producer_089,闵喆祥,11,总决赛阶段,3,5,93,310,501
idol_producer_090,陆定昊,1,初评级阶段,3,458,1085,2090,4718
idol_producer_090,陆定昊,2,主题曲考核阶段,1,39,232,291,794
idol_producer_090,陆定昊,3,位置测评阶段,3,154,1044,3349,5591
idol_producer_090,陆定昊,5,排名发布阶段,22,1196,3092,7215,14595
idol_producer_090,陆定昊,7,合作舞台阶段,18,42253,8653,32087,91646
idol_producer_090,陆定昊,11,总决赛阶段,29,49,0,7,56
idol_producer_091,陈义夫,1,初评级阶段,1,0,0,0,0
idol_producer_091,陈义夫,2,主题曲考核阶段,1,78,47,66,238
idol_producer_091,陈义夫,3,位置测评阶段,1,220,1591,1046,4448
idol_producer_091,陈义夫,5,排名发布阶段,2,0,1,15,17
idol_producer_091,陈义夫,7,合作舞台阶段,3,0,9,32,50
idol_producer_091,陈义夫,11,总决赛阶段,2,0,3,1,7
idol_producer_092,陈名豪,1,初评级阶段,1,0,4,40,48
idol_producer_092,陈名豪,2,主题曲考核阶段,2,1,1,2,5
idol_producer_092,陈名豪,3,位置测评阶段,10,21,83,294,481
idol_producer_092,陈名豪,5,排名发布阶段,15,23,152,228,555
idol_producer_092,陈名豪,7,合作舞台阶段,19,254,641,1743,3279
idol_producer_092,陈名豪,11,总决赛阶段,16,10565,2481,2530,18057
idol_producer_093,陈斯琪,1,初评级阶段,1,0,0,0,0
idol_producer_093,陈斯琪,2,主题曲考核阶段,3,0,0,0,0
idol_producer_093,陈斯琪,3,位置测评阶段,2,349,1312,3454,6427
idol_producer_093,陈斯琪,5,排名发布阶段,20,1,34,36,105
idol_producer_093,陈斯琪,7,合作舞台阶段,18,235,258,317,1068
idol_producer_093,陈斯琪,11,总决赛阶段,30,0,0,0,0
idol_producer_094,靖佩瑶,1,初评级阶段,7,9,9,37,64
idol_producer_094,靖佩瑶,2,主题曲考核阶段,6,6,15,59,95
idol_producer_094,靖佩瑶,3,位置测评阶段,3,2,32,111,177
idol_producer_094,靖佩瑶,5,排名发布阶段,13,2,21,47,91
idol_producer_094,靖佩瑶,7,合作舞台阶段,20,2465,1594,2086,7739
idol_producer_094,靖佩瑶,11,总决赛阶段,23,0,5,29,39
idol_producer_095,韩沐伯,1,初评级阶段,1,2,6,44,58
idol_producer_095,韩沐伯,2,主题曲考核阶段,1,0,0,0,0
idol_producer_095,韩沐伯,5,排名发布阶段,20,0,0,0,0
idol_producer_095,韩沐伯,7,合作舞台阶段,23,49,18,52,137
idol_producer_095,韩沐伯,11,总决赛阶段,29,2,16,122,156
idol_producer_096,韩雍杰,1,初评级阶段,10,378,160,1100,1798
idol_producer_096,韩雍杰,2,主题曲考核阶段,2,15,19,67,120
idol_producer_096,韩雍杰,3,位置测评阶段,3,5,37,136,215
idol_producer_096,韩雍杰,5,排名发布阶段,11,42,52,80,226
idol_producer_096,韩雍杰,7,合作舞台阶段,18,3,56,129,244
idol_producer_096,韩雍杰,11,总决赛阶段,29,0,0,0,0
idol_producer_097,高茂桐,1,初评级阶段,1,458,1084,2089,4715
idol_producer_097,高茂桐,3,位置测评阶段,6,734,3910,5329,13883
idol_producer_097,高茂桐,5,排名发布阶段,4,86,300,498,1184
idol_producer_097,高茂桐,7,合作舞台阶段,16,2507,493,1215,4708
idol_producer_097,高茂桐,11,总决赛阶段,21,6712,3052,9998,22814
idol_producer_098,黄书豪,1,初评级阶段,3,301,314,830,1759
idol_producer_098,黄书豪,2,主题曲考核阶段,1,3,0,13,16
idol_producer_098,黄书豪,3,位置测评阶段,4,22,549,375,1495
idol_producer_098,黄书豪,5,排名发布阶段,27,5,101,92,299
idol_producer_098,黄书豪,7,合作舞台阶段,19,16,22,203,263
idol_producer_098,黄书豪,11,总决赛阶段,25,54,100,947,1201
idol_producer_099,黄新淳,1,初评级阶段,7,1900,1570,5295,10335
idol_producer_099,黄新淳,2,主题曲考核阶段,4,125,107,753,1092
idol_producer_099,黄新淳,3,位置测评阶段,4,16,120,341,597
idol_producer_099,黄新淳,5,排名发布阶段,19,802,1061,3104,6028
idol_producer_099,黄新淳,7,合作舞台阶段,17,90,913,2181,4097
idol_producer_099,黄新淳,11,总决赛阶段,18,73,69,657,868
idol_producer_100,黄若涵,1,初评级阶段,1,7,72,110,261
idol_producer_100,黄若涵,2,主题曲考核阶段,1,0,0,0,0
idol_producer_100,黄若涵,3,位置测评阶段,2,249,1631,1508,5019
idol_producer_100,黄若涵,5,排名发布阶段,2,200,246,690,1382
idol_producer_100,黄若涵,7,合作舞台阶段,12,137,368,1592,2465
idol_producer_100,黄若涵,11,总决赛阶段,7,13,106,940,1165
